Genus,Species,Clade,Higher Group,Order,Family,Extinct,Shape,Habitat,Total Length (cm),Fork Length (cm),Precaudal Length (cm),Head Length (cm),Snout Length (cm),OOL (cm),Head Height (cm),Mouth Width (cm),Dorsoventral Body Height (cm),Mediolateral Body Width (cm),Girth (cm),Prepectoral Length (cm),Prepelvic Length (cm),Bill Length (cm),Body Mass (g),Presence of Swimbladder,Presence of Heterocercal Caudal Fin,Specimen,Ontogenetic Status,Gender,Length As,N,drop,Reference,Weight Reference,Method of Measurement,Is Body Mass Estimated,Notes
Atherina,boyeri,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinidae,0,fusiform,demersal,6.554,,5.614,1.175,0.368,0.807,,,1.093,0.668,,,,,1.878,1,FALSE,,,,total length,28,,Benzer 2018,Benzer 2018,reported measurements,FALSE,males
Atherinomorus,aetholepis,Actinopterygii,Acanthopterygii,Atheriniformes,Atheriniidae,0,fusiform,neritic,7.244,6.83,6.2,1.468,0.31,1.158,0.992,,1.2,,,1.674,,,,1,FALSE,MNHN 2001-1247,,,total length,1,,Kimura et al. 2002,,mixed,,Holotype
Atherinomorus,duodecimalis,Actinopterygii,Acanthopterygii,Atheriniformes,Atheriniidae,0,fusiform,neritic,4.734,4.387,4.035,1.132,0.301,0.831,0.7,,0.766,,,1.132,1.6,,1.10215926670627,1,FALSE,,,,total length,1,,Mazlan et al. 2012,Mazlan et al. 2012,measured from figure/photo,FALSE,
Atherinomorus,duodecimalis,Actinopterygii,Acanthopterygii,Atheriniformes,Atheriniidae,0,fusiform,neritic,7.722,,6.6,1.782,0.39204,1.38996,,,1.32,,,1.782,,,4.23483119107958,1,FALSE,,,,total length,1,,Mazlan et al. 2012,Mazlan et al. 2012,reported measurements,FALSE,Total length estimated assuming the same relationship between total length and standard length as the figured specimen in study
Atherinomorus,duodecimalis,Actinopterygii,Acanthopterygii,Atheriniformes,Atheriniidae,0,fusiform,neritic,7.7922,,6.66,1.85814,0.44409546,1.41404454,,,1.45854,,,1.85148,,,4.34158532814311,1,FALSE,,,,total length,67,,Mazlan et al. 2012,Mazlan et al. 2012,reported measurements,FALSE,Total length estimated assuming the same relationship between total length and standard length as the figured specimen in study
Atherinomorus,duodecimalis,Actinopterygii,Acanthopterygii,Atheriniformes,Atheriniidae,0,fusiform,neritic,5.0661,,4.33,1.22972,0.3012814,0.9284386,,,0.80105,,,1.2557,,,1.32815554369686,1,FALSE,,,,total length,94,,Mazlan et al. 2012,Mazlan et al. 2012,reported measurements,FALSE,Total length estimated assuming the same relationship between total length and standard length as the figured specimen in study
Atherinomorus,insularum,Actinopterygii,Acanthopterygii,Atheriniformes,Atheriniidae,0,fusiform,neritic,7.6,7.044,6.2,1.398,0.304,1.094,1.047,,1.145,,,1.515,2.314,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,Equation for A. lacunosus used
Atherinomorus,lacunosus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinidae,0,fusiform,neritic,15.098,14.161,12.78,2.598,0.414,2.184,2.424,,2.835,,,2.795,4.704,,,1,FALSE,KPM-NI 23005,,,total length,1,,Motomura and Harazaki 2017,,measured from figure/photo,,
Atherinomorus,lacunosus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinidae,0,fusiform,neritic,8.383,7.689,6.8,1.696,0.369,1.327,1.208,,1.307,,,1.823,2.718,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Atherinomorus,lacunosus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinidae,0,fusiform,neritic,8.074,7.531,6.7,1.708,0.326,1.382,1.154,,1.345,,,1.718,2.598,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Labidesthes,sicculus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,elongate,pelagic,7.517,7.221,6.549,1.389,0.498,0.891,0.648,0.306,0.728,0.487,,1.42,2.6,,1.81389400905945,1,FALSE,CMNH 7285a,,,total length,1,,Present Study,Parker et al. 2018,measured from specimen,TRUE,
Labidesthes,sicculus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,elongate,pelagic,6.877,6.234,5.863,1.24,0.467,0.773,0.583,0.286,0.647,0.471,,,,,1.39983270191918,1,FALSE,CMNH 7285b,,,total length,1,,Present Study,Parker et al. 2018,measured from specimen,TRUE,
Labidesthes,sicculus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,elongate,pelagic,7.505,7.135,6.395,1.358,0.532,0.826,0.585,0.274,0.747,0.495,,1.33,2.41,,1.80547468948954,1,FALSE,CMNH 7285c,,,total length,1,,Present Study,Parker et al. 2018,measured from specimen,TRUE,
Labidesthes,sicculus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,elongate,pelagic,6.776,6.496,5.655,1.217,0.468,0.749,0.59,0.193,0.682,0.456,,1.21,2.23,,1.34080218524425,1,FALSE,CMNH 7285d,,,total length,1,,Present Study,Parker et al. 2018,measured from specimen,TRUE,
Labidesthes,sicculus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,elongate,pelagic,6.662,6.059,5.769,1.188,0.435,0.753,0.558,0.25,0.562,0.425,,1.18,2.23,,1.27616507153563,1,FALSE,CMNH 7285e,,,total length,1,,Present Study,Parker et al. 2018,measured from specimen,TRUE,
Labidesthes,sicculus,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,elongate,pelagic,7.219,6.786,6.048,1.295,0.483,0.812,0.583,0.304,0.616,0.477,,1.26,2.34,,1.61233514946769,1,FALSE,CMNH 7285f,,,total length,1,,Present Study,Parker et al. 2018,measured from specimen,TRUE,
Membras,vagrans,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,fusiform,neritic,11.7,11.2,10,2.1,0.55,1.55,,,1.7,0.9,,2.3,4.4,,7.81858272631563,1,FALSE,USNM 22864a,,,total length,1,,Goode and Bean 1879a,Vega-Cendejas et al. 2017,reported measurements,TRUE,"Length-weight relationship of Menidia peninsulae used, as equation could not be located for M. vagrans"
Menidia,peninsulae,Actinopterygii,Acanthopterygii,Atheriniformes,Atherinopsidae,0,fusiform,neritic,9.1,8.436,7.6,1.824,0.456,1.368,,,1.444,0.76,,9.424,3.268,,3.67894227628943,1,FALSE,USNM 21481a,,,total length,1,,Goode and Bean 1879a,Vega-Cendejas et al. 2017,reported measurements,TRUE,
Ablennes,hians,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,neritic,83.5,80.0265291629665,77.0684278051839,20.1279661131359,14.1522433933292,5.97572271980662,,,6.03984164647947,,,20.8481161089947,43.9453292313205,,743.242677535055,1,FALSE,,,,total length,173,,Roul et al. 2019,Roul et al. 2019,reported measurements,FALSE,
Ablennes,hians,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,neritic,55.21,52.633,50.5,12.545,8.392,4.153,3.15,,4.366,,,12.11,28.72,,,1,FALSE,,,,total length,1,,Roul et al. 2018a,,measured from figure/photo,,
Ablennes,hians,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,neritic,55.3,,50.2,15,10.35,4.65,3.03,,3.54,,,,,,172,1,FALSE,,,,total length,1,,Alshawy et al. 2019a,Alshawy et al. 2019a,mixed,FALSE,
Ablennes,hians,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,neritic,58.858,55.908,53.522,17.289,12.352,4.937,2.88,,3.088,,,,,,,1,FALSE,,,,total length,1,,Deidun et al. 2021,,measured from figure/photo,,
Belone,belone,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,103.5,96.2,94,22.6,15.6,7,,,5.9,,,,,,1418,1,FALSE,,,,total length,1,,Dulcic and Soldo 2006,Dulcic and Soldo 2006,reported measurements,FALSE,
Belone,belone,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,93.3,89.1,84.8,24.3,16.231,8.069,,,6.4,,,,,,,1,FALSE,,,,total length,1,,Acarli et al. 2018,,mixed,,
Cheilopogon,atrisignis,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,29.39,24.84,23.27,4.38,0.77,3.61,3.5,,4.33,,,4.41,12.64,,,1,FALSE,,,,total length,1,,Chang et al. 2022,,measured from figure/photo,,
Cheilopogon,furcatus,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,25.69,20.67,19.96,3.87,0.88,2.99,,,2.93,,,,,,109.1,1,FALSE,,,,total length,1,,Ben Souissi et al. 2005,Ben Souissi et al. 2005,reported measurements,FALSE,
Cheilopogon,furcatus,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,22.1,18.76,17.2,3.55,0.82,2.73,2.66,,2.93,,,,,,63.3,1,FALSE,,,,total length,1,,Ben Souissi et al. 2005,Ben Souissi et al. 2005,mixed,FALSE,
Cheilopogon,unicolor,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,31.62,27.93,25.43,5.25,1.06,4.19,3.68,,4.26,,,5.17,15.92,,,1,FALSE,,,,total length,1,,Chang et al. 2022,,measured from figure/photo,,
Cololabis,saira,Actinopterygii,Acanthopterygii,Beloniformes,Scomberesocidae,0,elongate,pelagic,31.9,30.41,28.82,5.57,2.03,3.54,2.66,,4.26,,,5.33,16.02,,,1,FALSE,,,,total length,1,,Osmany pers. comm. (FishBase),,measured from figure/photo,,Precaudal length measured to base of caudal fin
Cololabis,saira,Actinopterygii,Acanthopterygii,Beloniformes,Scomberesocidae,0,elongate,pelagic,32.72,31.01,29.43,5.81,1.85,3.96,2.88,,4.3,,,5.51,16.71,,,1,FALSE,,,,total length,1,,Osmany pers. comm. (FishBase),,measured from figure/photo,,Precaudal length measured to base of caudal fin
Cypselurus,poecilopterus,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,20.86,18.18,16.65,4.01,0.77,3.24,3.14,,3.81,,,3.75,10.1,,,1,FALSE,,,,total length,1,,Chang et al. 2022,,measured from figure/photo,,
Hemirhamphus,far,Actinopterygii,Acanthopterygii,Beloniformes,Hemirhamphidae,0,elongate,neritic,30.367,26.767,25.367,5.737,1.865,3.872,3.122,,4.255,,,6.157,,6.133,143.2,1,FALSE,FSB-Him-far-01,,,total length,1,,Rafrafi-Nouira et al. 2012a,Rafrafi-Nouira et al. 2012a,mixed,FALSE,
Hemirhamphus,far,Actinopterygii,Acanthopterygii,Beloniformes,Hemirhamphidae,0,elongate,neritic,23.68,21.02,19.6,4.47,1.49,2.98,2.52,,3.36,,,4.27,,4.62,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Hemirhamphus,far,Actinopterygii,Acanthopterygii,Beloniformes,Hemirhamphidae,0,elongate,neritic,23.02,20.24,18.8,4.5,1.55,2.95,2.53,,3.33,,,4.7,,4.81,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Hemirhamphus,far,Actinopterygii,Acanthopterygii,Beloniformes,Hemirhamphidae,0,elongate,neritic,36.8,28.19,26.1,6.1,1.75,4.35,3.42,,4.46,,,,,6.57,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Hemirhamphus,far,Actinopterygii,Acanthopterygii,Beloniformes,Hemirhamphidae,0,elongate,neritic,16.7,14.87,13.8,2.97,0.94,2.03,1.64,,2.14,,,3.01,,4.04,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Hirundichthys,oxycephalus,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,9.94,8.93,8.24,1.84,0.36,1.48,1.25,,1.25,0.9,,1.84576,4.62264,,8.1866416576462,1,FALSE,MIMB 23446,juvenile,,total length,1,,Kharin and Saviliev 2011,Chang et al. 2022,measured from figure/photo,TRUE,
Hirundichthys,oxycephalus,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,20.32,17.8,16.21,3.62,0.77,2.85,2.35,,2.71,,,3.76,10.07,,,1,FALSE,,,,total length,1,,Chang et al. 2022,,measured from figure/photo,,
Oryzias,dopingdopingensis,Actinopterygii,Acanthopterygii,Beloniformes,Adrianichthyidae,0,fusiform,demersal,4.268,,3.27,0.877,0.1805,0.6965,0.642,,0.9162,,,0.875,1.517,,,1,FALSE,,,,total length,1,,Mandagi et al. 2018,,measured from figure/photo,,
Oryzias,dopingdopingensis,Actinopterygii,Acanthopterygii,Beloniformes,Adrianichthyidae,0,fusiform,demersal,3.983,,3.3,0.885,0.215,0.67,0.676,,0.925,,,0.9,1.61,,,1,FALSE,,,,total length,1,,Mandagi et al. 2018,,measured from figure/photo,,
Parexocetus,brachypterus,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,16,14.346,13.2,2.827,0.596,2.231,2.171,,2.636,,,2.897,6.964,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Parexocetus,mento,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,13.7,11.6,11,2.54,0.402,2.138,1.594,,1.992,,,2.71,5.38,,,1,FALSE,,,,total length,1,,Falautano et al. 2020,,mixed,,
Prognichthys,sealei,Actinopterygii,Acanthopterygii,Beloniformes,Exocoetidae,0,fusiform,pelagic,10.76,9.405,8.995,2.255,0.595,1.66,1.505,,1.72,,,,,,,1,FALSE,,,,total length,2,,Kharin et al. 2007,,mixed,,
Strongylura,leiura,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,neritic,50.467,49.489,46.5,14.58,9.111,5.469,2.902,,3.713,,,14.58,29.03,,,1,FALSE,,,,total length,1,,Roul et al. 2018a,,measured from figure/photo,,
Strongylura,strongylura,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,neritic,25.42,,23.4,8.292,5.32,2.972,1.562,,1.777,,,8.33,14.78,,,1,FALSE,,,,total length,1,,Roul et al. 2018a,,measured from figure/photo,,
Tylosurus,crocodilus,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,49.825,47.825,45.5,13.772,8.699,5.073,2.92,,3.813,,,13.46,27.5,,,1,FALSE,,,,total length,1,,Roul et al. 2018a,,measured from figure/photo,,
Tylosurus,crocodilus,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,107.5,104.6,98,29.3,17.861,11.439,8.1,4.331,9.26,7.23,26.8,28.71,,,2584.12093262571,1,FALSE,FSBC 7656,,,total length,1,,Present Study,Kulbicki et al. 2005,measured from specimen,TRUE,Standard length plus peduncle = 101.5 cm
Tylosurus,crocodilus,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,65,62.19,59.8,15.66,9.67,5.99,3.24,,3.47,,,15.95,34.12,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Tylosurus,crocodilus,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,35.2,32.76,31.7,8.87,5.73,3.14,1.59,,1.79,,,9.28,18.08,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Tylosurus,imperialis,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,85.6,80.5,80.2,23.4,16.1,7.3,,,,,,23.8,,,698,1,FALSE,Specimen 1,,,total length,1,,Michailidis 2020,Michailidis 2020,reported measurements,FALSE,
Tylosurus,imperialis,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,88.4,83.4,82.1,24.7,16.7,8,,,,,,25.1,,,779,1,FALSE,Specimen 2,,,total length,1,,Michailidis 2020,Michailidis 2020,reported measurements,FALSE,
Tylosurus,imperialis,Actinopterygii,Acanthopterygii,Beloniformes,Belonidae,0,elongate,pelagic,92.5,87.6,86.1,25.4,17.2,8.2,4.425,,5.497,,,26.1,,,1062,1,FALSE,Specimen 3,,,total length,1,,Michailidis 2020,Michailidis 2020,reported measurements,FALSE,
Beryx,decadactylus,Actinopterygii,Acanthopterygii,Beryciformes,Berycidae,0,compressiform,demersal,56,50,42,14,3.079,10.921,13.568,3.779,16.495,8.24,48,14.886,,,2876.86179041025,1,FALSE,FSBC 18172,,,total length,1,,Present Study,Ferreira et al. 2008,measured from specimen,TRUE,length with peduncle 46.5 cm
Beryx,decadactylus,Actinopterygii,Acanthopterygii,Beryciformes,Berycidae,0,compressiform,demersal,54.9,49.02,48.1,14.34,3.03,11.31,16.75,,21.88,,,12.63,16.04,,2721.55422,1,FALSE,,,,total length,1,,Randall 1997,Randall 1997,measured from figure/photo,FALSE,
Beryx,decadactylus,Actinopterygii,Acanthopterygii,Beryciformes,Berycidae,0,compressiform,demersal,51.1,45.0065,38.5,13.5135,3.1955,10.318,14.5915,,18.5185,,,11.8965,15.5925,,,1,FALSE,,,,total length,1,,Scott 1981,,reported measurements,,
Centroberyx,affinis,Actinopterygii,Acanthopterygii,Beryciformes,Berycidae,0,compressiform,demersal,31.3,26.0106,23.1,8.4084,2.4024,6.006,9.1938,,10.395,,,7.9926,9.4941,,,1,FALSE,,adult,,total length,1,,Scott 1981,,reported measurements,,
Diretmichthys,parini,Actinopterygii,Acanthopterygii,Beryciformes,Diretmidae,0,compressiform,pelagic,35.6,,29.2,9.68,2.03,7.65,9.98,,13.18,,,8.42,10.08,,910,1,FALSE,,,,total length,1,,Lynghammar et al. 2020,Lynghammar et al. 2020,mixed,FALSE,
Diretmichthys,parini,Actinopterygii,Acanthopterygii,Beryciformes,Diretmidae,0,compressiform,pelagic,37.9,,31.1,10.32,2.34,7.98,,,13.82,,,,,,1215,1,FALSE,,,,total length,1,,Lynghammar et al. 2020,Lynghammar et al. 2020,reported measurements,FALSE,
Cirripectes,stigmaticus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,6.5,,5.4,1.35,0.001,1.35,1.46,,1.61,,,1.34,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Cirripectes,stigmaticus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,10.9,,8.7,1.99,0.1,1.89,2.35,,3.08,,,1.97,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Cirripectes,stigmaticus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,6.1,,4.8,1.21,0.08,1.21,1.38,,1.47,,,1.22,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,7.6,,6,1.21,0.17,1.21,1.38,,2.1,,,1.31,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,5.7,,4.5,1.004,0.099,0.906,0.981,,1.179,,,0.937,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,9.2,,7.4,1.35,0.116,1.35,1.495,,2.226,,,1.426,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,9.1,,7.2,1.491,0.105,1.386,1.565,,2.526,,,1.521,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,5,,4,0.912,0.066,0.912,0.939,,1.384,,,1.001,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,5.1,,4.1,0.761,0.0097,0.761,0.883,,1.277,,,0.773,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,7.1,,5.7,1,0.016,0.984,1.203,,1.448,,,1.209,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,7.7,,6.2,1.363,0.124,1.239,1.348,,1.918,,,1.36,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Salarias,fasciatus,Actinopterygii,Acanthopterygii,Blenniiformes,Bleniidae,0,fusiform,benthic,13.538,,11,1.806,0.218,1.806,2.03,,2.649,,,1.893,,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,"Snout length measured oblique to head, because eyes are close to anterior of head and measurement cannot be left as 0 when log-transformed"
Synchiropus,sechellensis,Actinopterygii,Acanthopterygii,Callionymiformes,Callionymidae,0,fusiform,benthic,13.12,12.83,10.23,2.9,0.63,2.27,2,,2.11,2.22,,3.19,2.07,,29.2,1,FALSE,,,,total length,1,,Michailidis and Chartosia 2016,Michailidis and Chartosia 2016,mixed,FALSE,
Centropomus,parallelus,Actinopterygii,Acanthopterygii,Carangaria incertae sedis,Centropomidae,0,fusiform,neritic,55.5,50.8,43.3,14.48,4.462,10.018,9.85,9.647,12.57,6.468,35.5,14.13,,,1923.38549034025,1,FALSE,FSBC 36446,,,total length,1,,Present Study,Meads et al. 2011,measured from specimen,TRUE,Standard length plus peduncle = 40.7 cm
Centropomus,undecimalis,Actinopterygii,Acanthopterygii,Carangaria incertae sedis,Centropomidae,0,fusiform,neritic,14.149,13.163,11.369,3.495,1.007,2.488,1.71,,3.047,,,3.495,,,,1,FALSE,,juvenile,,total length,1,,Pinho et al. 2021,,measured from figure/photo,,
Centropomus,undecimalis,Actinopterygii,Acanthopterygii,Carangaria incertae sedis,Centropomidae,0,fusiform,neritic,82.1,78.4,65.7,21.7,6.3,15.4,11.64,5.449,15.51,10.33,44.7,21.19,,,4227.84158517813,1,FALSE,FSBC 18806,,,total length,1,,Present Study,Puentes et al. 2014,measured from specimen,TRUE,
Centropomus,undecimalis,Actinopterygii,Acanthopterygii,Carangaria incertae sedis,Centropomidae,0,fusiform,neritic,87,81.3,68.3,23.5,6.7,16.8,15.59,8.967,15.14,,45,20.45,,,4709.43622868593,1,FALSE,FSBC 19731,,,total length,1,,Present Study,Puentes et al. 2014,measured from specimen,TRUE,Body depth slightly approximated due to angle of photo
